profile_id,role_category,skills,skill_count,experience_years,source,raw_skills,normalized_skills,normalized_experience
SYN_0045,DevOps Engineer,"['AWS', 'Linux', 'Problem Solving', 'Python', 'Monitoring', 'Terraform', 'Adaptability', 'Creativity', 'Kubernetes', 'Ansible', 'Grafana', 'Git', 'Docker']",13,8+,Synthetic,"['AWS', 'Linux', 'Problem Solving', 'Python', 'Monitoring', 'Terraform', 'Adaptability', 'Creativity', 'Kubernetes', 'Ansible', 'Grafana', 'Git', 'Docker']","['AWS', 'Linux', 'Problem Solving', 'Python', 'Monitoring', 'Terraform', 'Adaptability', 'Creativity', 'Kubernetes', 'Ansible', 'Grafana', 'Git', 'Docker']",Lead Level (8+ years)
SYN_0046,Database Administrator,"['Scripting', 'Replication', 'Database Design', 'Leadership', 'High Availability', 'Performance Tuning', 'Monitoring', 'Database Security', 'Query Optimization', 'MongoDB', 'PostgreSQL', 'Teamwork']",12,5-8,Synthetic,"['Scripting', 'Replication', 'Database Design', 'Leadership', 'High Availability', 'Performance Tuning', 'Monitoring', 'Database Security', 'Query Optimization', 'MongoDB', 'PostgreSQL', 'Teamwork']","['Scripting', 'Replication', 'Database Design', 'Leadership', 'Machine Learning', 'Performance Tuning', 'Monitoring', 'Database Security', 'Query Optimization', 'MongoDB', 'PostgreSQL', 'Teamwork']",Senior Level (5-8 years)
SYN_0047,Cloud Engineer,"['AWS', 'Linux', 'Problem Solving', 'Leadership', 'Azure', 'Google Cloud', 'Critical Thinking', 'Terraform', 'Kubernetes', 'Security']",10,3-5,Synthetic,"['AWS', 'Linux', 'Problem Solving', 'Leadership', 'Azure', 'Google Cloud', 'Critical Thinking', 'Terraform', 'Kubernetes', 'Security']","['AWS', 'Linux', 'Problem Solving', 'Leadership', 'Azure', 'Google Cloud', 'Critical Thinking', 'Terraform', 'Kubernetes', 'Security']",Mid Level (3-5 years)
SYN_0048,UI/UX Designer,"['Wireframing', 'Photoshop', 'Prototyping', 'Communication', 'Illustrator', 'Sketch', 'Visual Design', 'User Flows', 'Adobe XD', 'Creativity', 'Design Systems', 'Interaction Design']",12,3-5,Synthetic,"['Wireframing', 'Photoshop', 'Prototyping', 'Communication', 'Illustrator', 'Sketch', 'Visual Design', 'User Flows', 'Adobe XD', 'Creativity', 'Design Systems', 'Interaction Design']","['Wireframing', 'Photoshop', 'Prototyping', 'Communication', 'Illustrator', 'Sketch', 'Visual Design', 'User Flows', 'Adobe Xd', 'Creativity', 'Design Systems', 'Interaction Design']",Mid Level (3-5 years)
SYN_0049,UI/UX Designer,"['Photoshop', 'Prototyping', 'Sketch', 'Critical Thinking', 'Time Management', 'User Research', 'Design Systems', 'Interaction Design']",8,0-2,Synthetic,"['Photoshop', 'Prototyping', 'Sketch', 'Critical Thinking', 'Time Management', 'User Research', 'Design Systems', 'Interaction Design']","['Photoshop', 'Prototyping', 'Sketch', 'Critical Thinking', 'Time Management', 'User Research', 'Design Systems', 'Interaction Design']",Entry Level (0-2 years)
SYN_0050,Software Developer,"['Debugging', 'Linux', 'Leadership', 'JavaScript', 'Version Control', 'Time Management', 'REST APIs', 'Testing', 'Object-Oriented Programming']",9,0-2,Synthetic,"['Debugging', 'Linux', 'Leadership', 'JavaScript', 'Version Control', 'Time Management', 'REST APIs', 'Testing', 'Object-Oriented Programming']","['Debugging', 'Linux', 'Leadership', 'JavaScript', 'Git', 'Time Management', 'Rest Apis', 'Testing', 'Object-Oriented Programming']",Entry Level (0-2 years)
SYN_0051,DevOps Engineer,"['Bash', 'Linux', 'Problem Solving', 'Jenkins', 'Prometheus', 'Monitoring', 'Time Management', 'Ansible']",8,5-8,Synthetic,"['Bash', 'Linux', 'Problem Solving', 'Jenkins', 'Prometheus', 'Monitoring', 'Time Management', 'Ansible']","['Bash', 'Linux', 'Problem Solving', 'Jenkins', 'Prometheus', 'Monitoring', 'Time Management', 'Ansible']",Senior Level (5-8 years)
SYN_0052,Product Manager,"['Roadmapping', 'JIRA', 'Leadership', 'Communication', 'Scrum', 'User Research', 'Creativity', 'Agile', 'Adaptability', 'MVP', 'Product Strategy']",11,0-2,Synthetic,"['Roadmapping', 'JIRA', 'Leadership', 'Communication', 'Scrum', 'User Research', 'Creativity', 'Agile', 'Adaptability', 'MVP', 'Product Strategy']","['Roadmapping', 'Jira', 'Leadership', 'Communication', 'Scrum', 'User Research', 'Creativity', 'Agile', 'Adaptability', 'Mvp', 'Product Strategy']",Entry Level (0-2 years)
SYN_0053,UI/UX Designer,"['Wireframing', 'Photoshop', 'Prototyping', 'Sketch', 'User Flows', 'Critical Thinking', 'Time Management', 'Adobe XD', 'User Research', 'Design Systems', 'Interaction Design', 'Information Architecture']",12,5-8,Synthetic,"['Wireframing', 'Photoshop', 'Prototyping', 'Sketch', 'User Flows', 'Critical Thinking', 'Time Management', 'Adobe XD', 'User Research', 'Design Systems', 'Interaction Design', 'Information Architecture']","['Wireframing', 'Photoshop', 'Prototyping', 'Sketch', 'User Flows', 'Critical Thinking', 'Time Management', 'Adobe Xd', 'User Research', 'Design Systems', 'Interaction Design', 'Information Architecture']",Senior Level (5-8 years)
SYN_0054,Data Analyst,"['Data Warehousing', 'Data Visualization', 'Problem Solving', 'Communication', 'Leadership', 'Excel', 'Statistics', 'ETL', 'Business Intelligence']",9,0-2,Synthetic,"['Data Warehousing', 'Data Visualization', 'Problem Solving', 'Communication', 'Leadership', 'Excel', 'Statistics', 'ETL', 'Business Intelligence']","['Data Warehousing', 'Data Visualization', 'Problem Solving', 'Communication', 'Leadership', 'Excel', 'Statistics', 'Etl', 'Business Intelligence']",Entry Level (0-2 years)
SYN_0055,Cybersecurity Analyst,"['Vulnerability Scanning', 'SIEM', 'Compliance', 'Risk Assessment', 'Python', 'Communication', 'Leadership', 'NIST', 'Wireshark']",9,8+,Synthetic,"['Vulnerability Scanning', 'SIEM', 'Compliance', 'Risk Assessment', 'Python', 'Communication', 'Leadership', 'NIST', 'Wireshark']","['Vulnerability Scanning', 'Siem', 'Compliance', 'Risk Assessment', 'Python', 'Communication', 'Leadership', 'Nist', 'Wireshark']",Lead Level (8+ years)
SYN_0056,Cybersecurity Analyst,"['Vulnerability Scanning', 'SIEM', 'Problem Solving', 'Risk Assessment', 'ISO 27001', 'Python', 'Leadership', 'Time Management', 'Incident Response', 'Cryptography', 'Penetration Testing']",11,3-5,Synthetic,"['Vulnerability Scanning', 'SIEM', 'Problem Solving', 'Risk Assessment', 'ISO 27001', 'Python', 'Leadership', 'Time Management', 'Incident Response', 'Cryptography', 'Penetration Testing']","['Vulnerability Scanning', 'Siem', 'Problem Solving', 'Risk Assessment', 'Iso 27001', 'Python', 'Leadership', 'Time Management', 'Incident Response', 'Cryptography', 'Penetration Testing']",Mid Level (3-5 years)
SYN_0057,Network Engineer,"['Switching', 'Leadership', 'Network Security', 'TCP/IP', 'Cisco', 'Critical Thinking', 'DHCP', 'DNS']",8,3-5,Synthetic,"['Switching', 'Leadership', 'Network Security', 'TCP/IP', 'Cisco', 'Critical Thinking', 'DHCP', 'DNS']","['Switching', 'Leadership', 'Network Security', 'Tcp/Ip', 'Cisco', 'Critical Thinking', 'Dhcp', 'Dns']",Mid Level (3-5 years)
SYN_0058,Software Developer,"['Debugging', 'Java', 'Problem Solving', 'Communication', 'Algorithms', 'JavaScript', 'Version Control', 'Documentation', 'Data Structures', 'Teamwork']",10,0-2,Synthetic,"['Debugging', 'Java', 'Problem Solving', 'Communication', 'Algorithms', 'JavaScript', 'Version Control', 'Documentation', 'Data Structures', 'Teamwork']","['Debugging', 'Java', 'Problem Solving', 'Communication', 'Algorithms', 'JavaScript', 'Git', 'Documentation', 'Data Structures', 'Teamwork']",Entry Level (0-2 years)
SYN_0059,Cybersecurity Analyst,"['SIEM', 'Linux', 'Risk Assessment', 'Critical Thinking', 'Time Management', 'NIST', 'Cryptography', 'Wireshark']",8,3-5,Synthetic,"['SIEM', 'Linux', 'Risk Assessment', 'Critical Thinking', 'Time Management', 'NIST', 'Cryptography', 'Wireshark']","['Siem', 'Linux', 'Risk Assessment', 'Critical Thinking', 'Time Management', 'Nist', 'Cryptography', 'Wireshark']",Mid Level (3-5 years)
SYN_0060,Software Developer,"['Linux', 'Debugging', 'Leadership', 'Algorithms', 'JavaScript', 'Version Control', 'Time Management', 'REST APIs', 'Adaptability', 'Git', 'Data Structures']",10,0-2,Synthetic,"['Linux', 'Debugging', 'Leadership', 'Algorithms', 'JavaScript', 'Version Control', 'Time Management', 'REST APIs', 'Adaptability', 'Git', 'Data Structures']","['Linux', 'Debugging', 'Leadership', 'Algorithms', 'JavaScript', 'Git', 'Time Management', 'Rest Apis', 'Adaptability', 'Data Structures']",Entry Level (0-2 years)
SYN_0061,Software Developer,"['Debugging', 'Java', 'Python', 'Algorithms', 'JavaScript', 'SQL', 'Version Control', 'Time Management', 'REST APIs', 'Object-Oriented Programming', 'Creativity', 'Data Structures']",12,3-5,Synthetic,"['Debugging', 'Java', 'Python', 'Algorithms', 'JavaScript', 'SQL', 'Version Control', 'Time Management', 'REST APIs', 'Object-Oriented Programming', 'Creativity', 'Data Structures']","['Debugging', 'Java', 'Python', 'Algorithms', 'JavaScript', 'SQL', 'Git', 'Time Management', 'Rest Apis', 'Object-Oriented Programming', 'Creativity', 'Data Structures']",Mid Level (3-5 years)
SYN_0062,Data Analyst,"['SQL', 'Tableau', 'Statistics', 'Reporting', 'Critical Thinking', 'ETL', 'Business Intelligence', 'Adaptability', 'Data Cleaning']",9,0-2,Synthetic,"['SQL', 'Tableau', 'Statistics', 'Reporting', 'Critical Thinking', 'ETL', 'Business Intelligence', 'Adaptability', 'Data Cleaning']","['SQL', 'Tableau', 'Statistics', 'Reporting', 'Critical Thinking', 'Etl', 'Business Intelligence', 'Adaptability', 'Data Cleaning']",Entry Level (0-2 years)
SYN_0063,Frontend Developer,"['UI/UX Principles', 'CSS', 'Leadership', 'Angular', 'Next.js', 'Webpack', 'REST APIs', 'Testing', 'Git', 'Teamwork']",10,8+,Synthetic,"['UI/UX Principles', 'CSS', 'Leadership', 'Angular', 'Next.js', 'Webpack', 'REST APIs', 'Testing', 'Git', 'Teamwork']","['Ui/Ux Principles', 'HTML/CSS', 'Leadership', 'Angular', 'JavaScript', 'Webpack', 'Rest Apis', 'Testing', 'Git', 'Teamwork']",Lead Level (8+ years)
SYN_0064,Database Administrator,"['Linux', 'Problem Solving', 'High Availability', 'Monitoring', 'Backup Recovery', 'Time Management', 'Query Optimization', 'MongoDB', 'Teamwork']",9,0-2,Synthetic,"['Linux', 'Problem Solving', 'High Availability', 'Monitoring', 'Backup Recovery', 'Time Management', 'Query Optimization', 'MongoDB', 'Teamwork']","['Linux', 'Problem Solving', 'Machine Learning', 'Monitoring', 'Backup Recovery', 'Time Management', 'Query Optimization', 'MongoDB', 'Teamwork']",Entry Level (0-2 years)
SYN_0065,Product Manager,"['Stakeholder Management', 'Leadership', 'Prioritization', 'Product Metrics', 'Time Management', 'Data Analysis', 'User Research', 'Agile', 'Adaptability', 'Product Strategy']",10,0-2,Synthetic,"['Stakeholder Management', 'Leadership', 'Prioritization', 'Product Metrics', 'Time Management', 'Data Analysis', 'User Research', 'Agile', 'Adaptability', 'Product Strategy']","['Stakeholder Management', 'Leadership', 'Prioritization', 'Product Metrics', 'Time Management', 'Data Science', 'User Research', 'Agile', 'Adaptability', 'Product Strategy']",Entry Level (0-2 years)
SYN_0066,Frontend Developer,"['UI/UX Principles', 'Angular', 'Next.js', 'Webpack', 'REST APIs', 'Adaptability', 'Git', 'Teamwork']",8,0-2,Synthetic,"['UI/UX Principles', 'Angular', 'Next.js', 'Webpack', 'REST APIs', 'Adaptability', 'Git', 'Teamwork']","['Ui/Ux Principles', 'Angular', 'JavaScript', 'Webpack', 'Rest Apis', 'Adaptability', 'Git', 'Teamwork']",Entry Level (0-2 years)
SYN_0067,Mobile Developer,"['Java', 'API Integration', 'Flutter', 'Critical Thinking', 'App Store Deployment', 'Swift', 'Creativity', 'Mobile UI', 'Git', 'Teamwork']",10,0-2,Synthetic,"['Java', 'API Integration', 'Flutter', 'Critical Thinking', 'App Store Deployment', 'Swift', 'Creativity', 'Mobile UI', 'Git', 'Teamwork']","['Java', 'Api Integration', 'Flutter', 'Critical Thinking', 'App Store Deployment', 'Swift', 'Creativity', 'Mobile Ui', 'Git', 'Teamwork']",Entry Level (0-2 years)
SYN_0068,Frontend Developer,"['Communication', 'Leadership', 'JavaScript', 'Angular', 'REST APIs', 'TypeScript', 'Webpack', 'Creativity', 'Vue.js', 'Git', 'React']",11,3-5,Synthetic,"['Communication', 'Leadership', 'JavaScript', 'Angular', 'REST APIs', 'TypeScript', 'Webpack', 'Creativity', 'Vue.js', 'Git', 'React']","['Communication', 'Leadership', 'JavaScript', 'Angular', 'Rest Apis', 'TypeScript', 'Webpack', 'Creativity', 'Vue.js', 'Git', 'React']",Mid Level (3-5 years)
SYN_0069,DevOps Engineer,"['Bash', 'Scripting', 'Linux', 'Communication', 'Prometheus', 'Python', 'Time Management', 'Terraform', 'Adaptability', 'Ansible']",10,3-5,Synthetic,"['Bash', 'Scripting', 'Linux', 'Communication', 'Prometheus', 'Python', 'Time Management', 'Terraform', 'Adaptability', 'Ansible']","['Bash', 'Scripting', 'Linux', 'Communication', 'Prometheus', 'Python', 'Time Management', 'Terraform', 'Adaptability', 'Ansible']",Mid Level (3-5 years)
SYN_0070,DevOps Engineer,"['AWS', 'Bash', 'Communication', 'Prometheus', 'CI/CD', 'Monitoring', 'Terraform', 'Creativity', 'Kubernetes', 'Grafana', 'Teamwork', 'Docker']",12,0-2,Synthetic,"['AWS', 'Bash', 'Communication', 'Prometheus', 'CI/CD', 'Monitoring', 'Terraform', 'Creativity', 'Kubernetes', 'Grafana', 'Teamwork', 'Docker']","['AWS', 'Bash', 'Communication', 'Prometheus', 'Ci/Cd', 'Monitoring', 'Terraform', 'Creativity', 'Kubernetes', 'Grafana', 'Teamwork', 'Docker']",Entry Level (0-2 years)
SYN_0071,Frontend Developer,"['Leadership', 'Angular', 'Next.js', 'Time Management', 'Webpack', 'REST APIs', 'TypeScript', 'Vue.js', 'Git', 'React']",10,3-5,Synthetic,"['Leadership', 'Angular', 'Next.js', 'Time Management', 'Webpack', 'REST APIs', 'TypeScript', 'Vue.js', 'Git', 'React']","['Leadership', 'Angular', 'JavaScript', 'Time Management', 'Webpack', 'Rest Apis', 'TypeScript', 'Vue.js', 'Git', 'React']",Mid Level (3-5 years)
SYN_0072,Frontend Developer,"['CSS', 'Problem Solving', 'Communication', 'Responsive Design', 'Angular', 'Critical Thinking', 'Webpack', 'HTML', 'TypeScript', 'Vue.js', 'Git']",10,3-5,Synthetic,"['CSS', 'Problem Solving', 'Communication', 'Responsive Design', 'Angular', 'Critical Thinking', 'Webpack', 'HTML', 'TypeScript', 'Vue.js', 'Git']","['HTML/CSS', 'Problem Solving', 'Communication', 'Responsive Design', 'Angular', 'Critical Thinking', 'Webpack', 'TypeScript', 'Vue.js', 'Git']",Mid Level (3-5 years)
SYN_0073,Database Administrator,"['Sharding', 'Replication', 'Linux', 'Performance Tuning', 'PostgreSQL', 'Query Optimization', 'Adaptability', 'Database Security', 'Teamwork']",9,3-5,Synthetic,"['Sharding', 'Replication', 'Linux', 'Performance Tuning', 'PostgreSQL', 'Query Optimization', 'Adaptability', 'Database Security', 'Teamwork']","['Sharding', 'Replication', 'Linux', 'Performance Tuning', 'PostgreSQL', 'Query Optimization', 'Adaptability', 'Database Security', 'Teamwork']",Mid Level (3-5 years)
SYN_0074,Backend Developer,"['Microservices', 'Linux', 'SQL', 'API Security', 'Time Management', 'REST APIs', 'MongoDB', 'Adaptability', 'Node.js']",9,3-5,Synthetic,"['Microservices', 'Linux', 'SQL', 'API Security', 'Time Management', 'REST APIs', 'MongoDB', 'Adaptability', 'Node.js']","['Microservices', 'Linux', 'SQL', 'Api Security', 'Time Management', 'Rest Apis', 'MongoDB', 'Adaptability', 'Node.js']",Mid Level (3-5 years)
SYN_0075,Cloud Engineer,"['AWS', 'Serverless', 'Linux', 'Python', 'Monitoring', 'Adaptability', 'Teamwork', 'Docker']",8,0-2,Synthetic,"['AWS', 'Serverless', 'Linux', 'Python', 'Monitoring', 'Adaptability', 'Teamwork', 'Docker']","['AWS', 'Serverless', 'Linux', 'Python', 'Monitoring', 'Adaptability', 'Teamwork', 'Docker']",Entry Level (0-2 years)
SYN_0076,Backend Developer,"['Microservices', 'Java', 'Database Design', 'Problem Solving', 'Critical Thinking', 'REST APIs', 'MongoDB', 'Docker']",8,3-5,Synthetic,"['Microservices', 'Java', 'Database Design', 'Problem Solving', 'Critical Thinking', 'REST APIs', 'MongoDB', 'Docker']","['Microservices', 'Java', 'Database Design', 'Problem Solving', 'Critical Thinking', 'Rest Apis', 'MongoDB', 'Docker']",Mid Level (3-5 years)
SYN_0077,Data Scientist,"['A/B Testing', 'Data Visualization', 'NumPy', 'Leadership', 'PyTorch', 'Spark', 'SQL', 'Statistics', 'Creativity', 'TensorFlow']",10,0-2,Synthetic,"['A/B Testing', 'Data Visualization', 'NumPy', 'Leadership', 'PyTorch', 'Spark', 'SQL', 'Statistics', 'Creativity', 'TensorFlow']","['A/B Testing', 'Data Visualization', 'NumPy', 'Leadership', 'PyTorch', 'Spark', 'SQL', 'Statistics', 'Creativity', 'TensorFlow']",Entry Level (0-2 years)
SYN_0078,UI/UX Designer,"['Wireframing', 'Figma', 'Photoshop', 'Communication', 'Visual Design', 'Adobe XD', 'Adaptability', 'User Research', 'Design Systems', 'User Flows', 'Accessibility', 'Interaction Design', 'Teamwork']",13,0-2,Synthetic,"['Wireframing', 'Figma', 'Photoshop', 'Communication', 'Visual Design', 'Adobe XD', 'Adaptability', 'User Research', 'Design Systems', 'User Flows', 'Accessibility', 'Interaction Design', 'Teamwork']","['Wireframing', 'Figma', 'Photoshop', 'Communication', 'Visual Design', 'Adobe Xd', 'Adaptability', 'User Research', 'Design Systems', 'User Flows', 'Accessibility', 'Interaction Design', 'Teamwork']",Entry Level (0-2 years)
SYN_0079,Full Stack Developer,"['Communication', 'Python', 'JavaScript', 'Teamwork', 'Next.js', 'HTML/CSS', 'Time Management', 'REST APIs', 'Git', 'React', 'Tailwind CSS']",9,3-5,Synthetic,"['Communication', 'Python', 'JavaScript', 'Teamwork', 'Next.js', 'HTML/CSS', 'Time Management', 'REST APIs', 'Git', 'React', 'Tailwind CSS']","['Communication', 'Python', 'JavaScript', 'Teamwork', 'HTML/CSS', 'Time Management', 'Rest Apis', 'Git', 'React']",Mid Level (3-5 years)
SYN_0080,Mobile Developer,"['iOS', 'Java', 'Kotlin', 'Leadership', 'Communication', 'Time Management', 'Firebase', 'REST APIs', 'App Store Deployment', 'Mobile UI', 'UX Design']",11,0-2,Synthetic,"['iOS', 'Java', 'Kotlin', 'Leadership', 'Communication', 'Time Management', 'Firebase', 'REST APIs', 'App Store Deployment', 'Mobile UI', 'UX Design']","['Ios', 'Java', 'Kotlin', 'Leadership', 'Communication', 'Time Management', 'Firebase', 'Rest Apis', 'App Store Deployment', 'Mobile Ui', 'Ux Design']",Entry Level (0-2 years)
SYN_0081,Data Scientist,"['Data Visualization', 'NumPy', 'Scikit-learn', 'Leadership', 'Python', 'PyTorch', 'Deep Learning', 'Big Data', 'Machine Learning', 'Time Management', 'Creativity']",11,0-2,Synthetic,"['Data Visualization', 'NumPy', 'Scikit-learn', 'Leadership', 'Python', 'PyTorch', 'Deep Learning', 'Big Data', 'Machine Learning', 'Time Management', 'Creativity']","['Data Visualization', 'NumPy', 'Scikit-Learn', 'Leadership', 'Python', 'PyTorch', 'Deep Learning', 'Big Data', 'Machine Learning', 'Time Management', 'Creativity']",Entry Level (0-2 years)
