profile_id,role_category,skills,skill_count,experience_years,source
SYN_0126,Database Administrator,"['Replication', 'Scripting', 'Communication', 'Performance Tuning', 'Time Management', 'Query Optimization', 'MongoDB', 'Adaptability', 'Database Security']",9,0-2,Synthetic
SYN_0127,Data Analyst,"['Problem Solving', 'Python', 'Excel', 'SQL', 'Tableau', 'Statistics', 'ETL', 'Creativity', 'Business Intelligence', 'Power BI', 'Adaptability', 'Data Cleaning']",12,3-5,Synthetic
SYN_0128,DevOps Engineer,"['Bash', 'Scripting', 'Linux', 'Prometheus', 'Python', 'Jenkins', 'Monitoring', 'CI/CD', 'Critical Thinking', 'Time Management', 'Terraform', 'Creativity', 'Docker']",13,5-8,Synthetic
SYN_0129,DevOps Engineer,"['Bash', 'Scripting', 'Linux', 'Problem Solving', 'Prometheus', 'Jenkins', 'Monitoring', 'Time Management', 'Terraform', 'Ansible']",10,3-5,Synthetic
SYN_0130,Software Developer,"['Linux', 'Debugging', 'Java', 'Problem Solving', 'Critical Thinking', 'Documentation', 'Agile', 'Data Structures', 'Testing', 'Object-Oriented Programming']",10,5-8,Synthetic
SYN_0131,Data Scientist,"['Data Visualization', 'Pandas', 'NumPy', 'Problem Solving', 'Python', 'PyTorch', 'Spark', 'Tableau', 'Deep Learning', 'Big Data', 'Critical Thinking', 'TensorFlow']",12,0-2,Synthetic
SYN_0132,Network Engineer,"['Network Monitoring', 'Switching', 'Leadership', 'Routing', 'OSPF', 'VLAN', 'Time Management', 'Firewalls', 'BGP', 'DNS']",10,3-5,Synthetic
SYN_0133,Data Scientist,"['Data Visualization', 'NumPy', 'Python', 'Spark', 'Critical Thinking', 'Big Data', 'Machine Learning', 'Time Management', 'Teamwork']",9,5-8,Synthetic
SYN_0134,Backend Developer,"['Django', 'Database Design', 'Leadership', 'SQL', 'API Security', 'Critical Thinking', 'Adaptability', 'Node.js', 'Docker']",9,3-5,Synthetic
SYN_0135,Cybersecurity Analyst,"['Compliance', 'Communication', 'Network Security', 'Firewalls', 'NIST', 'Incident Response', 'Security Audits', 'Adaptability']",8,0-2,Synthetic
SYN_0136,Backend Developer,"['Microservices', 'Django', 'Python', 'API Security', 'Spring Boot', 'Creativity', 'Node.js', 'Teamwork']",8,0-2,Synthetic
SYN_0137,Data Scientist,"['A/B Testing', 'Data Visualization', 'Pandas', 'Scikit-learn', 'Leadership', 'PyTorch', 'SQL', 'Tableau', 'Statistics', 'Spark', 'Time Management', 'Creativity', 'TensorFlow']",13,3-5,Synthetic
SYN_0138,Data Scientist,"['A/B Testing', 'Data Visualization', 'Leadership', 'PyTorch', 'SQL', 'Spark', 'Statistics', 'Deep Learning', 'Machine Learning', 'Adaptability', 'TensorFlow', 'Teamwork']",12,3-5,Synthetic
SYN_0139,Cloud Engineer,"['AWS', 'Linux', 'CI/CD', 'Python', 'Critical Thinking', 'Time Management', 'Terraform', 'Kubernetes', 'CloudFormation', 'Docker']",10,5-8,Synthetic
SYN_0140,Cloud Engineer,"['AWS', 'Linux', 'Communication', 'Python', 'Azure', 'Teamwork', 'Terraform', 'Kubernetes', 'Security', 'CloudFormation', 'Infrastructure as Code', 'Docker']",12,0-2,Synthetic
SYN_0141,Frontend Developer,"['UI/UX Principles', 'CSS', 'Communication', 'Angular', 'Teamwork', 'Creativity', 'Git', 'React', 'Tailwind CSS']",9,0-2,Synthetic
SYN_0142,DevOps Engineer,"['Bash', 'Linux', 'Leadership', 'CI/CD', 'Jenkins', 'Time Management', 'Adaptability', 'Grafana', 'Git']",9,5-8,Synthetic
SYN_0143,Frontend Developer,"['UI/UX Principles', 'Problem Solving', 'Leadership', 'Responsive Design', 'Webpack', 'TypeScript', 'Creativity', 'Vue.js', 'Git', 'Tailwind CSS']",10,3-5,Synthetic
SYN_0144,Software Developer,"['Linux', 'Leadership', 'Python', 'Algorithms', 'Communication', 'Testing', 'Git', 'Data Structures', 'Teamwork']",9,5-8,Synthetic
SYN_0145,Backend Developer,"['Linux', 'Database Design', 'Java', 'Communication', 'Redis', 'REST APIs', 'Creativity', 'MongoDB', 'Node.js']",9,0-2,Synthetic
SYN_0146,Network Engineer,"['Network Monitoring', 'Switching', 'Leadership', 'Routing', 'TCP/IP', 'VLAN', 'Time Management', 'Critical Thinking', 'Firewalls', 'VPN', 'Wireshark']",11,3-5,Synthetic
SYN_0147,Data Scientist,"['NumPy', 'Scikit-learn', 'Leadership', 'PyTorch', 'Python', 'Communication', 'Spark', 'Statistics', 'Big Data', 'Deep Learning', 'Time Management', 'TensorFlow']",12,3-5,Synthetic
SYN_0148,Software Developer,"['Communication', 'Python', 'SQL', 'JavaScript', 'Critical Thinking', 'REST APIs', 'Agile', 'Git', 'Object-Oriented Programming']",9,0-2,Synthetic
SYN_0149,Data Scientist,"['Data Visualization', 'Scikit-learn', 'Problem Solving', 'Deep Learning', 'Big Data', 'Machine Learning', 'Time Management', 'TensorFlow', 'Teamwork']",9,0-2,Synthetic
SYN_0150,Data Analyst,"['Data Warehousing', 'Data Visualization', 'Communication', 'Python', 'Statistics', 'Creativity', 'Looker', 'Teamwork']",8,8+,Synthetic
SYN_0151,Network Engineer,"['Network Monitoring', 'OSPF', 'Cisco', 'VLAN', 'Critical Thinking', 'Firewalls', 'VPN', 'Teamwork']",8,5-8,Synthetic
SYN_0152,Frontend Developer,"['Responsive Design', 'JavaScript', 'Angular', 'Critical Thinking', 'Next.js', 'REST APIs', 'TypeScript', 'Creativity', 'Vue.js', 'Adaptability', 'Testing', 'Git', 'Tailwind CSS']",13,3-5,Synthetic
SYN_0153,Product Manager,"['Roadmapping', 'JIRA', 'Communication', 'Leadership', 'Market Research', 'Agile', 'MVP', 'Stakeholder Management', 'Teamwork']",9,0-2,Synthetic
SYN_0154,Cybersecurity Analyst,"['SIEM', 'Linux', 'ISO 27001', 'Risk Assessment', 'Communication', 'Leadership', 'Firewalls', 'Creativity', 'Cryptography', 'Penetration Testing']",10,0-2,Synthetic
SYN_0155,Product Manager,"['Roadmapping', 'JIRA', 'Customer Discovery', 'Leadership', 'Communication', 'Product Metrics', 'Critical Thinking', 'Market Research']",8,3-5,Synthetic
SYN_0156,Data Analyst,"['Data Warehousing', 'Data Cleaning', 'Problem Solving', 'Communication', 'Tableau', 'ETL', 'Power BI', 'Adaptability', 'Looker']",9,5-8,Synthetic
SYN_0157,UI/UX Designer,"['Wireframing', 'Figma', 'Photoshop', 'Communication', 'Leadership', 'Adaptability', 'Usability Testing', 'Interaction Design', 'Accessibility']",9,3-5,Synthetic
SYN_0158,Data Analyst,"['Data Visualization', 'Problem Solving', 'Leadership', 'Python', 'Statistics', 'ETL', 'Power BI', 'Adaptability', 'Data Cleaning']",9,8+,Synthetic
SYN_0159,Software Developer,"['Linux', 'Debugging', 'Problem Solving', 'Python', 'Algorithms', 'SQL', 'Adaptability', 'Testing', 'Git', 'Data Structures']",10,0-2,Synthetic
SYN_0160,Software Developer,"['Leadership', 'Algorithms', 'JavaScript', 'Version Control', 'Time Management', 'REST APIs', 'Creativity', 'Data Structures', 'Testing', 'Git', 'Object-Oriented Programming']",11,3-5,Synthetic
SYN_0161,DevOps Engineer,"['AWS', 'Bash', 'Scripting', 'Communication', 'Jenkins', 'Prometheus', 'Monitoring', 'Time Management', 'Adaptability', 'Kubernetes', 'Ansible']",11,5-8,Synthetic
SYN_0162,Mobile Developer,"['iOS', 'Android', 'Java', 'API Integration', 'Problem Solving', 'Critical Thinking', 'Firebase', 'Swift', 'React Native', 'Mobile UI', 'Git']",11,3-5,Synthetic
SYN_0163,Software Developer,"['Python', 'Algorithms', 'SQL', 'Version Control', 'Time Management', 'Documentation', 'REST APIs', 'Agile', 'Testing', 'Object-Oriented Programming', 'Teamwork']",11,0-2,Synthetic
SYN_0164,DevOps Engineer,"['Bash', 'Scripting', 'Jenkins', 'Python', 'Prometheus', 'Critical Thinking', 'Adaptability', 'Git', 'Ansible']",9,8+,Synthetic
SYN_0165,Data Scientist,"['A/B Testing', 'Pandas', 'Problem Solving', 'Leadership', 'Python', 'PyTorch', 'SQL', 'Spark', 'Statistics', 'Tableau', 'Machine Learning']",11,0-2,Synthetic
SYN_0166,Data Analyst,"['Data Visualization', 'Problem Solving', 'Communication', 'Python', 'Excel', 'SQL', 'Tableau', 'Reporting', 'Time Management', 'ETL', 'Business Intelligence', 'Power BI']",12,0-2,Synthetic
SYN_0167,Cloud Engineer,"['Networking', 'Serverless', 'Problem Solving', 'CI/CD', 'Google Cloud', 'Docker', 'Creativity', 'Kubernetes', 'CloudFormation']",9,3-5,Synthetic
SYN_0168,Database Administrator,"['Scripting', 'SQL', 'Critical Thinking', 'Backup Recovery', 'Time Management', 'Query Optimization', 'MongoDB', 'PostgreSQL']",8,0-2,Synthetic
SYN_0169,IT Support Specialist,"['Networking Basics', 'Hardware', 'Windows', 'MacOS', 'Critical Thinking', 'Time Management', 'Documentation', 'Troubleshooting']",8,5-8,Synthetic
SYN_0170,Cybersecurity Analyst,"['Vulnerability Scanning', 'Problem Solving', 'ISO 27001', 'Risk Assessment', 'Python', 'Network Security', 'Incident Response', 'Adaptability', 'Penetration Testing', 'Teamwork', 'Wireshark']",11,3-5,Synthetic
SYN_0171,Data Analyst,"['Communication', 'Python', 'Excel', 'Tableau', 'Critical Thinking', 'Reporting', 'Time Management', 'Business Intelligence', 'Adaptability']",9,0-2,Synthetic
SYN_0172,Frontend Developer,"['UI/UX Principles', 'Leadership', 'Communication', 'Responsive Design', 'Critical Thinking', 'Next.js', 'Webpack', 'TypeScript', 'REST APIs', 'HTML', 'Vue.js', 'Testing', 'React']",13,0-2,Synthetic
SYN_0173,Backend Developer,"['Microservices', 'Django', 'Linux', 'Java', 'Database Design', 'Leadership', 'Critical Thinking', 'Authentication', 'Adaptability', 'Spring Boot']",10,3-5,Synthetic
SYN_0174,Software Developer,"['Linux', 'Java', 'Communication', 'Python', 'JavaScript', 'Version Control', 'Time Management', 'Documentation', 'Agile', 'Data Structures', 'Object-Oriented Programming']",11,3-5,Synthetic
SYN_0175,Backend Developer,"['Java', 'Leadership', 'Python', 'Redis', 'Authentication', 'Adaptability', 'Node.js', 'Teamwork', 'Docker']",9,3-5,Synthetic
SYN_0176,Cloud Engineer,"['AWS', 'Problem Solving', 'Azure', 'Google Cloud', 'Terraform', 'Creativity', 'Kubernetes', 'Infrastructure as Code', 'Docker']",9,3-5,Synthetic
SYN_0177,Data Analyst,"['Data Warehousing', 'Communication', 'Python', 'Statistics', 'Reporting', 'ETL', 'Creativity', 'Business Intelligence']",8,0-2,Synthetic
SYN_0178,Cybersecurity Analyst,"['SIEM', 'Vulnerability Scanning', 'Linux', 'Compliance', 'ISO 27001', 'Leadership', 'Firewalls', 'Creativity', 'Security Audits', 'Penetration Testing']",10,0-2,Synthetic
SYN_0179,Cybersecurity Analyst,"['Vulnerability Scanning', 'SIEM', 'Linux', 'Risk Assessment', 'Python', 'Leadership', 'Critical Thinking', 'Firewalls', 'Adaptability', 'Penetration Testing', 'Wireshark']",11,3-5,Synthetic
SYN_0180,Software Developer,"['Linux', 'Java', 'Communication', 'Algorithms', 'Time Management', 'Agile', 'Data Structures', 'Object-Oriented Programming']",8,3-5,Synthetic
SYN_0181,Backend Developer,"['Linux', 'Java', 'Database Design', 'Python', 'SQL', 'Redis', 'REST APIs', 'Creativity', 'MongoDB', 'Spring Boot', 'Teamwork', 'Docker']",12,0-2,Synthetic
SYN_0182,Frontend Developer,"['UI/UX Principles', 'CSS', 'Communication', 'Responsive Design', 'Critical Thinking', 'Webpack', 'Testing', 'Git']",8,5-8,Synthetic
SYN_0183,Cloud Engineer,"['Networking', 'Serverless', 'AWS', 'Linux', 'Communication', 'Leadership', 'Azure', 'Docker', 'Kubernetes', 'Security', 'Infrastructure as Code', 'CloudFormation']",12,0-2,Synthetic
SYN_0184,Frontend Developer,"['UI/UX Principles', 'Problem Solving', 'Responsive Design', 'JavaScript', 'Angular', 'Next.js', 'Time Management', 'HTML', 'Creativity', 'Testing', 'Tailwind CSS']",11,5-8,Synthetic
SYN_0185,Cloud Engineer,"['Networking', 'Serverless', 'AWS', 'Communication', 'Python', 'CI/CD', 'Leadership', 'Azure', 'Critical Thinking', 'Terraform', 'Kubernetes', 'Infrastructure as Code', 'Docker']",13,3-5,Synthetic
SYN_0186,Frontend Developer,"['UI/UX Principles', 'Responsive Design', 'JavaScript', 'Critical Thinking', 'Time Management', 'Webpack', 'TypeScript', 'Vue.js', 'Testing', 'Git']",10,0-2,Synthetic
SYN_0187,Cloud Engineer,"['AWS', 'Serverless', 'Leadership', 'Python', 'CI/CD', 'Google Cloud', 'Monitoring', 'Terraform', 'Docker', 'Adaptability', 'Security', 'CloudFormation']",12,8+,Synthetic
SYN_0188,Backend Developer,"['Linux', 'Java', 'Database Design', 'Communication', 'API Security', 'Critical Thinking', 'Authentication', 'REST APIs', 'Adaptability', 'Spring Boot']",10,3-5,Synthetic
SYN_0189,Software Developer,"['Debugging', 'Linux', 'Problem Solving', 'SQL', 'Version Control', 'Time Management', 'Documentation', 'REST APIs', 'Object-Oriented Programming', 'Testing', 'Git', 'Data Structures']",12,3-5,Synthetic
SYN_0190,Software Developer,"['Java', 'Problem Solving', 'JavaScript', 'Version Control', 'REST APIs', 'Agile', 'Adaptability', 'Testing', 'Teamwork']",9,3-5,Synthetic
SYN_0191,Product Manager,"['Communication', 'Product Metrics', 'Critical Thinking', 'Time Management', 'Scrum', 'User Research', 'Market Research', 'Agile', 'MVP', 'Product Strategy', 'Teamwork']",11,5-8,Synthetic
SYN_0192,Backend Developer,"['Django', 'Linux', 'Java', 'Database Design', 'Communication', 'Redis', 'Critical Thinking', 'REST APIs', 'MongoDB', 'Node.js']",10,3-5,Synthetic
SYN_0193,DevOps Engineer,"['Leadership', 'CI/CD', 'Python', 'Jenkins', 'Monitoring', 'Docker', 'Adaptability', 'Creativity', 'Kubernetes', 'Grafana', 'Ansible']",11,5-8,Synthetic
SYN_0194,Data Analyst,"['Problem Solving', 'Python', 'Excel', 'Statistics', 'Reporting', 'Critical Thinking', 'Power BI', 'Adaptability', 'Looker']",9,5-8,Synthetic
SYN_0195,Backend Developer,"['Database Design', 'Python', 'API Security', 'SQL', 'Redis', 'Time Management', 'Authentication', 'Adaptability', 'Node.js', 'Docker']",10,3-5,Synthetic
SYN_0196,Database Administrator,"['Replication', 'Linux', 'Database Design', 'Problem Solving', 'High Availability', 'Performance Tuning', 'Monitoring', 'Critical Thinking', 'Backup Recovery', 'MySQL', 'Query Optimization', 'Creativity', 'MongoDB']",13,5-8,Synthetic
SYN_0197,Software Developer,"['Debugging', 'Linux', 'Leadership', 'Python', 'JavaScript', 'SQL', 'Documentation', 'REST APIs', 'Creativity', 'Adaptability', 'Testing', 'Git', 'Object-Oriented Programming']",13,3-5,Synthetic
SYN_0198,Data Analyst,"['Data Warehousing', 'Data Visualization', 'Problem Solving', 'Communication', 'Python', 'Statistics', 'Time Management', 'ETL', 'Adaptability']",9,3-5,Synthetic
SYN_0199,Mobile Developer,"['Android', 'Java', 'Flutter', 'Leadership', 'Problem Solving', 'Git', 'Swift', 'React Native', 'UX Design']",9,5-8,Synthetic
SYN_0200,Software Developer,"['Linux', 'Java', 'Problem Solving', 'Documentation', 'REST APIs', 'Agile', 'Adaptability', 'Testing', 'Teamwork']",9,0-2,Synthetic
SYN_0201,Cybersecurity Analyst,"['SIEM', 'Vulnerability Scanning', 'Linux', 'Problem Solving', 'ISO 27001', 'Python', 'Risk Assessment', 'Time Management', 'NIST', 'Incident Response', 'Adaptability']",11,3-5,Synthetic
SYN_0202,Network Engineer,"['Network Monitoring', 'Problem Solving', 'Communication', 'Routing', 'TCP/IP', 'VLAN', 'DHCP', 'BGP', 'VPN']",9,5-8,Synthetic
SYN_0203,Network Engineer,"['Problem Solving', 'Network Security', 'TCP/IP', 'OSPF', 'Time Management', 'DHCP', 'BGP', 'DNS', 'Teamwork']",9,0-2,Synthetic
SYN_0204,Network Engineer,"['Switching', 'Problem Solving', 'Communication', 'Routing', 'OSPF', 'Network Security', 'Critical Thinking', 'Load Balancing', 'DHCP']",9,3-5,Synthetic
SYN_0205,Frontend Developer,"['UI/UX Principles', 'Leadership', 'Angular', 'Teamwork', 'Next.js', 'Webpack', 'HTML', 'TypeScript', 'Testing', 'React']",10,8+,Synthetic
SYN_0206,Software Developer,"['Debugging', 'Leadership', 'Python', 'Algorithms', 'JavaScript', 'SQL', 'Agile', 'Adaptability', 'Object-Oriented Programming']",9,3-5,Synthetic
SYN_0207,Data Scientist,"['Pandas', 'Data Visualization', 'NumPy', 'Communication', 'Python', 'Leadership', 'Tableau', 'Statistics', 'Big Data', 'Machine Learning', 'Deep Learning', 'Time Management']",12,0-2,Synthetic
SYN_0208,IT Support Specialist,"['Networking Basics', 'Linux', 'Active Directory', 'Printers', 'Office 365', 'Customer Service', 'Time Management', 'Troubleshooting', 'Mobile Devices', 'Adaptability', 'Teamwork']",11,5-8,Synthetic
SYN_0209,DevOps Engineer,"['Scripting', 'Linux', 'Communication', 'CI/CD', 'Prometheus', 'Jenkins', 'Monitoring', 'Terraform', 'Grafana', 'Git', 'Teamwork', 'Ansible']",12,0-2,Synthetic
SYN_0210,Database Administrator,"['Sharding', 'Scripting', 'Leadership', 'Performance Tuning', 'Monitoring', 'MySQL', 'Time Management', 'Query Optimization', 'MongoDB', 'Adaptability', 'Database Security']",11,5-8,Synthetic
SYN_0211,Frontend Developer,"['Next.js', 'Time Management', 'Webpack', 'REST APIs', 'TypeScript', 'Testing', 'Git', 'Teamwork']",8,3-5,Synthetic
SYN_0212,Data Scientist,"['A/B Testing', 'Pandas', 'NumPy', 'PyTorch', 'SQL', 'Spark', 'Deep Learning', 'Big Data', 'Statistics', 'Critical Thinking', 'Creativity']",11,0-2,Synthetic
SYN_0213,Cloud Engineer,"['Networking', 'Communication', 'CI/CD', 'Python', 'Leadership', 'Google Cloud', 'Azure', 'Monitoring', 'Terraform', 'Creativity', 'Kubernetes', 'Security', 'CloudFormation']",13,3-5,Synthetic
SYN_0214,DevOps Engineer,"['AWS', 'Scripting', 'Leadership', 'Python', 'CI/CD', 'Monitoring', 'Creativity', 'Kubernetes', 'Docker']",9,3-5,Synthetic
SYN_0215,Cybersecurity Analyst,"['Vulnerability Scanning', 'Compliance', 'Leadership', 'Time Management', 'Firewalls', 'NIST', 'Creativity', 'Penetration Testing', 'Wireshark']",9,8+,Synthetic
SYN_0216,Cloud Engineer,"['Networking', 'AWS', 'Linux', 'Leadership', 'Python', 'Azure', 'Monitoring', 'Terraform', 'Creativity', 'Security', 'Infrastructure as Code', 'CloudFormation']",12,8+,Synthetic
SYN_0217,UI/UX Designer,"['Wireframing', 'Prototyping', 'Leadership', 'Design Systems', 'Adobe XD', 'Adaptability', 'User Research', 'Creativity', 'Usability Testing', 'Accessibility', 'Information Architecture']",11,0-2,Synthetic
SYN_0218,Database Administrator,"['Sharding', 'Replication', 'Scripting', 'Communication', 'Backup Recovery', 'MySQL', 'Time Management', 'MongoDB', 'Adaptability']",9,0-2,Synthetic
SYN_0219,Network Engineer,"['Network Monitoring', 'Leadership', 'Network Security', 'TCP/IP', 'Cisco', 'Load Balancing', 'Creativity', 'BGP', 'Adaptability', 'DNS', 'VPN']",11,0-2,Synthetic
SYN_0220,Mobile Developer,"['iOS', 'Android', 'Java', 'Problem Solving', 'Communication', 'Firebase', 'Swift', 'Testing']",8,3-5,Synthetic
SYN_0221,Backend Developer,"['Microservices', 'Java', 'Python', 'Authentication', 'REST APIs', 'Creativity', 'MongoDB', 'Teamwork']",8,3-5,Synthetic
SYN_0222,Product Manager,"['Roadmapping', 'Customer Discovery', 'Communication', 'Leadership', 'Prioritization', 'Product Metrics', 'Time Management', 'Data Analysis', 'Agile', 'Adaptability', 'Stakeholder Management']",11,0-2,Synthetic
SYN_0223,Cybersecurity Analyst,"['SIEM', 'Compliance', 'Risk Assessment', 'Python', 'ISO 27001', 'Leadership', 'Network Security', 'Firewalls', 'Creativity', 'Cryptography', 'Penetration Testing', 'Teamwork', 'Wireshark']",13,0-2,Synthetic
SYN_0224,Database Administrator,"['Sharding', 'Leadership', 'High Availability', 'Performance Tuning', 'Monitoring', 'SQL', 'MySQL', 'Backup Recovery', 'Query Optimization', 'Creativity', 'Database Security']",11,3-5,Synthetic
SYN_0225,Frontend Developer,"['Leadership', 'Responsive Design', 'Teamwork', 'REST APIs', 'HTML', 'Vue.js', 'React', 'Tailwind CSS']",8,3-5,Synthetic
SYN_0226,Software Developer,"['Debugging', 'Java', 'Problem Solving', 'Python', 'Algorithms', 'SQL', 'Time Management', 'Documentation', 'Object-Oriented Programming', 'Git', 'Data Structures', 'Teamwork']",12,3-5,Synthetic
